CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Credit_Limit;Total_Revolving_Bal;Avg_Open_To_Buy;Total_Trans_Amt;Total_Trans_Ct;
812597508;Existing Customer;39;F;1;High School;Married;$40K - $60K;Blue;34;6;5;4489;2498;1991;2153;58;
718651083;Existing Customer;35;F;2;Graduate;Single;Unknown;Blue;25;4;1;10329;514;9815;2461;68;
708577308;Existing Customer;43;F;1;Unknown;Divorced;Less than $40K;Blue;36;4;2;2637;1272;1365;1569;39;
813990483;Existing Customer;27;F;0;High School;Married;Less than $40K;Blue;22;4;1;1864;1384;480;1662;32;
816319008;Existing Customer;52;F;2;Graduate;Single;Unknown;Blue;47;6;3;13276;1917;11359;1901;33;
789627258;Existing Customer;31;M;1;Graduate;Single;$40K - $60K;Blue;25;5;3;1935;1033;902;2498;60;
713346558;Existing Customer;45;M;4;Graduate;Divorced;$60K - $80K;Blue;37;5;2;6784;891;5893;1900;28;
708744933;Existing Customer;35;M;2;High School;Married;$60K - $80K;Blue;36;4;2;19127;1880;17247;1859;33;
708828258;Existing Customer;55;M;2;College;Married;$120K +;Blue;37;5;2;32641;1551;31090;1327;30;
713511108;Existing Customer;61;M;1;Uneducated;Married;$40K - $60K;Blue;47;5;3;1438.3;847;591.3;1397;43;
710208633;Existing Customer;37;F;1;Graduate;Married;Less than $40K;Blue;31;5;2;2417;1929;488;1773;42;
824165658;Existing Customer;38;M;2;Unknown;Married;$80K - $120K;Blue;34;4;1;19259;2266;16993;1388;27;
826513233;Existing Customer;54;F;3;Unknown;Married;Less than $40K;Blue;50;6;2;3796;2396;1400;2069;54;
788789658;Existing Customer;40;M;5;Unknown;Unknown;$80K - $120K;Blue;22;6;1;4042;1744;2298;1471;37;
717837858;Existing Customer;47;M;5;College;Married;$120K +;Blue;34;3;1;17603;1063;16540;2902;64;
709382958;Existing Customer;55;F;2;Graduate;Married;$40K - $60K;Blue;46;6;1;2894;2077;817;1017;25;
716253858;Existing Customer;37;M;5;Post-Graduate;Married;$80K - $120K;Blue;26;2;1;16730;1956;14774;1740;43;
713725683;Existing Customer;36;F;0;College;Single;Less than $40K;Blue;27;6;3;3282;1843;1439;2614;79;
710364258;Existing Customer;53;F;2;Uneducated;Married;Unknown;Blue;41;4;2;15815;1217;14598;2135;48;
816033783;Existing Customer;26;M;0;High School;Single;$60K - $80K;Blue;21;6;2;1672;957;715;2099;34;
715065483;Existing Customer;45;F;3;Graduate;Divorced;Less than $40K;Blue;36;4;3;8121;1595;6526;1914;45;
718751133;Existing Customer;36;F;2;Unknown;Married;Less than $40K;Blue;26;4;1;3182;2435;747;1670;30;
713983308;Existing Customer;60;M;0;Post-Graduate;Married;$60K - $80K;Blue;49;5;1;3182;1928;1254;1233;35;
718418958;Attrited Customer;30;M;1;Post-Graduate;Divorced;Less than $40K;Blue;36;6;2;5061;0;5061;1309;38;
779367858;Existing Customer;39;M;4;High School;Married;$60K - $80K;Blue;28;5;3;6224;1898;4326;3014;58;
711285633;Existing Customer;33;F;0;Unknown;Single;Unknown;Blue;36;6;1;2735;1769;966;3306;71;
714974658;Existing Customer;48;F;4;College;Married;Less than $40K;Blue;36;6;1;2464;1867;597;1219;35;
716374308;Existing Customer;39;M;3;Graduate;Married;$60K - $80K;Blue;33;4;3;3477;1875;1602;1897;50;
713416233;Existing Customer;38;M;2;Graduate;Married;$80K - $120K;Blue;24;5;2;3242;2076;1166;1841;46;
797643708;Existing Customer;47;M;1;High School;Married;$120K +;Blue;41;3;1;27858;1314;26544;1772;53;
808292958;Existing Customer;26;M;0;Graduate;Single;Less than $40K;Blue;20;6;2;1438.3;495;943.3;2546;40;
719831958;Existing Customer;49;M;3;College;Single;$120K +;Blue;36;5;2;34516;0;34516;1793;44;
708860358;Existing Customer;38;M;3;High School;Married;$80K - $120K;Blue;22;4;2;6361;694;5667;1499;31;
717385983;Existing Customer;30;M;0;Graduate;Married;Less than $40K;Blue;21;6;6;2490;0;2490;1645;30;
719049033;Existing Customer;53;M;3;High School;Married;$120K +;Blue;44;5;6;14057;1655;12402;2073;60;
717581658;Existing Customer;49;M;2;Unknown;Single;$60K - $80K;Blue;38;4;1;2461;1586;875;1729;35;
714347508;Existing Customer;35;M;2;Uneducated;Single;$60K - $80K;Blue;21;4;3;7766;1278;6488;2423;74;
803833608;Existing Customer;40;M;3;Uneducated;Single;$40K - $60K;Silver;33;4;1;21308;564;20744;1322;38;
712576908;Existing Customer;30;M;0;High School;Married;$60K - $80K;Blue;36;5;2;4516;2252;2264;1819;24;
778511733;Existing Customer;42;F;3;College;Single;$40K - $60K;Blue;30;6;3;5424;1812;3612;1634;44;
721464783;Existing Customer;62;F;0;Graduate;Married;Less than $40K;Blue;36;3;2;1764;1540;224;2094;47;
821179233;Attrited Customer;50;F;1;Post-Graduate;Single;$40K - $60K;Blue;46;1;3;1493;932;561;1554;43;
713126733;Existing Customer;56;M;3;College;Married;$120K +;Blue;43;6;2;17539;2517;15022;1220;30;
719688408;Existing Customer;45;M;3;Graduate;Married;$80K - $120K;Silver;36;6;2;34516;0;34516;3530;68;
779811183;Existing Customer;35;F;3;Uneducated;Married;Less than $40K;Blue;25;4;1;2149;1118;1031;1581;30;
771086208;Existing Customer;57;F;2;Graduate;Married;Less than $40K;Blue;44;3;4;6256;1530;4726;1629;43;
715217733;Existing Customer;33;F;2;High School;Single;Unknown;Blue;25;5;1;11922;792;11130;2154;61;
813752433;Attrited Customer;43;F;3;Graduate;Single;Less than $40K;Blue;38;5;2;4075;1986;2089;2449;27;
711876333;Existing Customer;53;M;3;Graduate;Married;$80K - $120K;Blue;36;5;1;7290;2151;5139;1312;29;
715256658;Existing Customer;50;M;2;College;Single;$60K - $80K;Blue;36;5;3;5965;688;5277;3382;58;
711329658;Existing Customer;30;M;0;High School;Married;$120K +;Blue;13;3;1;9007;1965;7042;1925;42;
710227908;Existing Customer;37;F;3;Graduate;Single;Less than $40K;Blue;36;3;2;6077;1397;4680;2837;74;
716362008;Existing Customer;37;M;2;Doctorate;Married;$40K - $60K;Blue;29;3;3;1808;1009;799;1744;35;
714939708;Existing Customer;45;M;3;Graduate;Single;$80K - $120K;Blue;36;6;1;12810;0;12810;3174;74;
708083283;Attrited Customer;58;M;0;Unknown;Single;$40K - $60K;Blue;45;3;1;3421;2517;904;992;21;
719431608;Existing Customer;63;F;0;College;Married;$40K - $60K;Blue;53;6;1;3118;1528;1590;1291;24;
769411758;Existing Customer;43;M;1;Graduate;Single;$60K - $80K;Blue;37;4;3;20013;922;19091;1518;39;
714248733;Existing Customer;26;F;0;Unknown;Single;Unknown;Blue;13;4;1;4395;1240;3155;2272;46;
804481608;Existing Customer;37;F;1;Unknown;Single;Less than $40K;Blue;32;6;3;9661;0;9661;2825;60;
714631833;Existing Customer;53;M;4;Graduate;Married;$60K - $80K;Blue;44;3;2;1973;1324;649;1587;38;
769751958;Existing Customer;55;M;3;Unknown;Married;$120K +;Blue;49;3;2;9926;2018;7908;2235;57;
717999183;Existing Customer;36;M;3;High School;Married;$60K - $80K;Blue;36;6;3;4108;1659;2449;2275;58;
713075283;Existing Customer;51;M;3;High School;Single;$120K +;Blue;36;5;1;20741;2504;18237;1818;51;
711561108;Existing Customer;36;M;4;Graduate;Single;$80K - $120K;Blue;24;6;1;16335;892;15443;2733;71;
709854483;Existing Customer;35;F;1;High School;Married;Unknown;Blue;17;5;3;4588;2517;2071;2442;62;
713630733;Existing Customer;34;F;2;Graduate;Single;Less than $40K;Blue;24;5;3;5712;1955;3757;2617;54;
717599283;Existing Customer;57;M;0;Doctorate;Married;$60K - $80K;Blue;36;3;1;5335;1206;4129;1844;49;
806407308;Attrited Customer;54;F;3;College;Single;Unknown;Blue;49;6;2;13184;0;13184;2047;33;
712730583;Existing Customer;29;M;0;Uneducated;Married;$60K - $80K;Blue;20;5;2;8592;1201;7391;1842;50;
712142733;Existing Customer;37;F;3;Post-Graduate;Married;Less than $40K;Blue;26;5;3;1910;1164;746;2028;39;
720153258;Existing Customer;53;F;2;College;Single;Less than $40K;Blue;45;6;3;6210;1083;5127;3095;62;
814086333;Existing Customer;36;M;3;College;Married;$40K - $60K;Blue;31;6;2;2220;1337;883;1685;44;
715524708;Existing Customer;49;M;5;Unknown;Single;$40K - $60K;Silver;41;4;2;20756;1710;19046;1502;31;
713307708;Existing Customer;64;F;0;Unknown;Married;$40K - $60K;Blue;55;6;3;2895;2517;378;1541;37;
714069858;Existing Customer;53;M;3;Graduate;Married;$60K - $80K;Blue;36;4;3;3539;2517;1022;1677;45;
712789383;Existing Customer;52;M;1;Graduate;Married;$120K +;Blue;44;6;1;9274;2097;7177;2048;59;
787983633;Existing Customer;35;F;3;Uneducated;Married;Less than $40K;Blue;26;6;1;3187;2517;670;2072;33;
758583708;Attrited Customer;37;F;3;Graduate;Single;Less than $40K;Blue;24;2;1;2802;2460;342;1406;28;
717130383;Existing Customer;50;M;0;Uneducated;Married;$60K - $80K;Blue;36;4;3;2334;707;1627;1386;30;
720770883;Existing Customer;65;F;0;Graduate;Single;Less than $40K;Blue;56;5;3;1438.3;0;1438.3;2249;61;
716797758;Existing Customer;53;F;2;Unknown;Married;Less than $40K;Blue;44;3;2;3519;0;3519;1670;33;
713835258;Existing Customer;53;M;1;Unknown;Married;$120K +;Blue;48;3;2;3088;2083;1005;1561;40;
720677733;Existing Customer;40;M;3;Graduate;Married;$80K - $120K;Silver;36;6;3;34516;1002;33514;2579;68;
718587858;Existing Customer;39;M;4;High School;Married;$60K - $80K;Blue;31;3;1;11906;2032;9874;1642;39;
710263608;Existing Customer;53;F;3;High School;Married;Unknown;Blue;36;4;2;11098;821;10277;2156;46;
715055433;Existing Customer;36;M;3;Uneducated;Married;$60K - $80K;Blue;22;6;3;2224;1772;452;2004;44;
715498308;Existing Customer;35;F;2;Graduate;Married;$40K - $60K;Blue;36;4;3;3454;1603;1851;1575;41;
708099183;Existing Customer;37;F;2;High School;Single;Less than $40K;Blue;36;4;2;5723;1873;3850;2732;63;
716452908;Existing Customer;36;F;1;Unknown;Single;Less than $40K;Blue;36;4;2;9239;1421;7818;2246;44;
789959283;Existing Customer;39;M;2;College;Single;$80K - $120K;Blue;24;4;3;4061;1775;2286;1602;40;
713536158;Existing Customer;65;M;1;College;Married;Less than $40K;Blue;56;5;3;4189;0;4189;1597;31;
716750358;Existing Customer;45;F;1;Unknown;Married;Less than $40K;Blue;32;4;1;6373;1562;4811;3483;82;
815299833;Existing Customer;38;F;2;Graduate;Married;Less than $40K;Blue;33;5;2;2228;1717;511;2334;61;
721003008;Attrited Customer;36;F;4;Graduate;Married;Less than $40K;Blue;24;3;2;3261;2517;744;856;18;
779883933;Existing Customer;40;F;4;Graduate;Married;Less than $40K;Blue;24;3;3;8014;1402;6612;1596;34;
716612958;Existing Customer;35;F;2;College;Married;$40K - $60K;Blue;29;6;1;10980;1726;9254;1830;36;
715859058;Existing Customer;54;M;3;Post-Graduate;Married;$120K +;Blue;42;6;3;3092;2165;927;1369;37;
772031733;Existing Customer;40;M;4;Graduate;Single;$80K - $120K;Blue;29;5;1;14315;690;13625;2603;56;
720668358;Existing Customer;59;M;0;Uneducated;Single;$40K - $60K;Blue;46;3;3;1648;997;651;1776;36;
778708533;Attrited Customer;26;F;0;High School;Single;$40K - $60K;Blue;13;2;2;1730;1616;114;869;27;
719649408;Existing Customer;46;M;2;High School;Married;$60K - $80K;Blue;35;6;3;13768;763;13005;1390;44;
715457658;Existing Customer;29;F;1;Graduate;Married;Unknown;Blue;19;3;3;1709;1465;244;1757;48;
711934308;Existing Customer;38;M;3;Graduate;Single;$40K - $60K;Blue;19;5;2;1705;0;1705;3342;62;
781326483;Existing Customer;31;M;0;Graduate;Divorced;$60K - $80K;Blue;25;6;1;8673;0;8673;2457;58;
712557708;Existing Customer;35;M;1;High School;Married;$60K - $80K;Blue;21;5;2;6391;2317;4074;2274;61;
789187908;Existing Customer;56;M;2;Uneducated;Married;$80K - $120K;Blue;45;4;2;11102;1946;9156;1448;36;
773297508;Existing Customer;34;M;3;College;Married;$80K - $120K;Blue;28;3;1;24765;1999;22766;1544;36;
716529258;Existing Customer;42;M;4;Doctorate;Married;$80K - $120K;Blue;27;5;3;31864;0;31864;1591;35;
708242283;Existing Customer;29;M;1;College;Single;$60K - $80K;Blue;36;5;3;5346;0;5346;3253;80;
789247458;Existing Customer;32;M;0;Graduate;Single;$40K - $60K;Blue;21;6;2;2801;1472;1329;2467;54;
717100833;Existing Customer;37;F;2;High School;Married;Less than $40K;Blue;27;6;6;3148;0;3148;1401;31;
716870583;Existing Customer;36;F;3;Unknown;Married;Less than $40K;Blue;36;6;5;2786;1628;1158;2853;55;
719999508;Existing Customer;37;M;3;Unknown;Married;$60K - $80K;Blue;24;3;1;11894;816;11078;2438;45;
721236408;Existing Customer;38;M;2;Graduate;Married;$80K - $120K;Blue;29;5;3;7535;2517;5018;1655;41;
720122808;Attrited Customer;52;M;2;High School;Married;$60K - $80K;Silver;35;4;4;33180;511;32669;797;14;
716882658;Existing Customer;62;F;2;Graduate;Married;Less than $40K;Blue;51;6;2;2986;1632;1354;2141;55;
713734758;Existing Customer;35;F;2;Graduate;Married;Unknown;Blue;23;4;2;6729;2375;4354;2080;50;
709085358;Existing Customer;36;M;1;Graduate;Single;$60K - $80K;Blue;36;3;3;2601;1817;784;2542;67;
715785933;Existing Customer;54;M;3;College;Married;$80K - $120K;Blue;45;4;3;3380;1655;1725;1636;58;
717159858;Existing Customer;27;M;1;High School;Single;$60K - $80K;Blue;18;5;2;2730;1351;1379;2319;61;
713259858;Attrited Customer;26;M;0;High School;Single;$40K - $60K;Blue;15;3;1;3324;0;3324;982;22;
787516908;Existing Customer;56;F;2;Graduate;Married;Less than $40K;Blue;45;4;3;2665;1844;821;1880;58;
711145008;Existing Customer;60;F;1;Graduate;Married;$40K - $60K;Blue;47;4;3;5015;2053;2962;1325;29;
715013733;Existing Customer;54;M;4;Graduate;Married;$60K - $80K;Blue;36;4;3;6905;2303;4602;1370;25;
717098208;Existing Customer;48;M;3;Unknown;Married;$80K - $120K;Blue;41;5;2;5848;950;4898;1961;51;
737982408;Existing Customer;33;M;1;College;Single;$80K - $120K;Blue;26;4;3;19136;1608;17528;2501;55;
713216883;Existing Customer;64;F;0;Unknown;Married;Less than $40K;Blue;55;4;3;3500;1904;1596;2003;41;
709361058;Existing Customer;35;M;2;Graduate;Married;$60K - $80K;Blue;24;5;1;7453;0;7453;1691;47;
710312658;Existing Customer;54;F;2;Unknown;Married;Less than $40K;Blue;43;4;3;6266;1819;4447;1456;27;
773383158;Existing Customer;29;F;1;College;Single;Less than $40K;Blue;23;4;3;4945;0;4945;2743;69;
716053083;Attrited Customer;33;M;2;Graduate;Married;$120K +;Blue;21;2;2;27992;0;27992;837;18;
717667833;Existing Customer;34;M;1;Graduate;Married;$40K - $60K;Blue;36;6;2;3735;1285;2450;1877;33;
716998608;Existing Customer;48;M;3;Graduate;Unknown;$60K - $80K;Blue;36;3;3;6703;1252;5451;1843;44;
772086408;Existing Customer;38;M;3;High School;Single;$80K - $120K;Blue;27;4;1;6162;943;5219;1527;35;
708597558;Existing Customer;42;M;3;High School;Single;$60K - $80K;Blue;36;4;4;3337;795;2542;3951;68;
718011783;Existing Customer;55;M;3;Graduate;Married;$40K - $60K;Blue;36;3;3;2205;1337;868;1591;38;
714360033;Existing Customer;62;M;1;High School;Married;$40K - $60K;Blue;43;5;1;4450;1444;3006;1326;44;
811005858;Existing Customer;33;F;0;Unknown;Married;Less than $40K;Blue;28;4;2;1438.3;0;1438.3;2914;70;
794485158;Existing Customer;38;M;2;Unknown;Married;$80K - $120K;Blue;18;6;1;2172;1475;697;2447;46;
708513183;Existing Customer;39;M;1;Uneducated;Married;$40K - $60K;Blue;29;4;2;4323;1267;3056;3078;58;
719353158;Existing Customer;56;M;1;College;Married;$80K - $120K;Blue;45;5;1;4145;1468;2677;1238;36;
711436083;Existing Customer;36;M;1;Graduate;Married;Less than $40K;Blue;18;6;3;2032;1003;1029;2454;46;
780374133;Existing Customer;29;M;1;College;Single;$80K - $120K;Blue;19;5;3;7010;2103;4907;2413;48;
739117233;Existing Customer;57;M;3;High School;Married;$120K +;Blue;50;3;3;3205;1530;1675;2126;58;
708486033;Existing Customer;55;F;3;Post-Graduate;Married;Unknown;Blue;36;3;2;16547;1521;15026;1782;48;
795237183;Existing Customer;51;F;2;Graduate;Married;$40K - $60K;Blue;45;3;2;5930;0;5930;2041;32;
788788758;Existing Customer;57;F;3;College;Single;Unknown;Blue;39;4;1;7469;1752;5717;2050;46;
709635858;Existing Customer;56;F;3;Graduate;Married;Less than $40K;Blue;45;6;2;2235;0;2235;1229;27;
789701658;Existing Customer;26;M;0;College;Single;$40K - $60K;Blue;13;5;2;2047;1196;851;2180;33;
713484483;Existing Customer;36;F;4;Uneducated;Single;Unknown;Silver;21;3;1;34516;907;33609;2298;55;
711954558;Existing Customer;53;F;3;Graduate;Married;$40K - $60K;Blue;44;3;3;2636;2357;279;1333;34;
712655583;Existing Customer;41;M;3;Graduate;Married;$40K - $60K;Blue;32;3;3;6425;915;5510;2036;44;
779686683;Existing Customer;26;F;0;Post-Graduate;Single;Less than $40K;Blue;13;5;3;2902;1668;1234;2088;34;
711226758;Existing Customer;51;F;1;College;Divorced;Less than $40K;Blue;42;3;2;4002;1669;2333;2024;53;
713241033;Existing Customer;34;M;0;Graduate;Married;$60K - $80K;Blue;26;4;3;5175;977;4198;2405;49;
788754108;Existing Customer;65;F;1;Unknown;Single;$40K - $60K;Blue;48;4;2;4599;637;3962;2608;78;
717013383;Existing Customer;52;M;2;High School;Married;$80K - $120K;Blue;43;4;3;31258;1518;29740;2866;53;
712634133;Existing Customer;54;F;2;Graduate;Married;Less than $40K;Blue;45;5;2;2683;1671;1012;1406;37;
709537683;Attrited Customer;37;M;3;College;Married;$80K - $120K;Blue;30;3;4;11638;926;10712;563;15;
778627983;Existing Customer;40;F;3;Graduate;Married;Unknown;Blue;20;3;1;1829;1140;689;1610;49;
720241758;Existing Customer;55;M;0;Doctorate;Married;$80K - $120K;Blue;36;3;1;8276;1671;6605;1409;25;
720814233;Existing Customer;45;M;4;High School;Unknown;$80K - $120K;Blue;34;4;3;23539;1261;22278;1485;38;
785080308;Existing Customer;37;F;2;High School;Married;Less than $40K;Blue;31;5;3;2352;0;2352;2344;48;
713358633;Existing Customer;30;M;1;Graduate;Single;$60K - $80K;Blue;36;6;1;11371;1015;10356;2768;68;
720392433;Existing Customer;55;F;1;Unknown;Married;Less than $40K;Blue;36;6;6;2857;2517;340;1869;47;
720282558;Existing Customer;36;M;2;Graduate;Single;$80K - $120K;Silver;27;5;2;34516;1568;32948;2873;73;
821370858;Existing Customer;39;M;1;Graduate;Married;$40K - $60K;Blue;35;5;3;6690;1884;4806;1734;39;
799249833;Existing Customer;34;M;2;Graduate;Single;Less than $40K;Blue;28;5;1;4439;844;3595;2858;71;
713016633;Existing Customer;47;M;3;High School;Single;$60K - $80K;Blue;36;4;3;5344;1582;3762;1984;36;
814471983;Existing Customer;42;M;3;High School;Divorced;$80K - $120K;Blue;37;6;3;27310;0;27310;1537;41;
779612808;Existing Customer;61;M;1;Graduate;Married;$40K - $60K;Blue;50;6;2;2531;2360;171;1263;35;
716692683;Existing Customer;31;M;1;College;Single;$40K - $60K;Blue;22;4;1;9096;0;9096;2318;54;
790145733;Attrited Customer;40;M;3;College;Single;$80K - $120K;Silver;33;1;3;34516;0;34516;1112;26;
716038533;Existing Customer;42;F;3;Graduate;Unknown;Less than $40K;Blue;32;3;1;7169;902;6267;1438;35;
714421233;Existing Customer;54;F;0;Graduate;Married;Less than $40K;Blue;36;5;3;5399;1723;3676;1292;34;
709783908;Existing Customer;52;F;3;Unknown;Married;Less than $40K;Blue;47;6;3;2280;1170;1110;1924;50;
812788233;Existing Customer;31;F;0;Graduate;Married;Less than $40K;Blue;21;4;1;6315;1305;5010;2205;43;
772452783;Existing Customer;43;M;3;Unknown;Married;$40K - $60K;Blue;33;6;1;4402;1640;2762;1774;46;
714002658;Existing Customer;49;M;2;Unknown;Married;$120K +;Blue;34;5;4;27732;1623;26109;1413;31;
713464983;Existing Customer;45;F;2;Graduate;Unknown;$40K - $60K;Blue;36;4;3;4947;1053;3894;3479;76;
713910108;Existing Customer;38;M;1;Graduate;Married;$80K - $120K;Blue;28;3;2;3946;2375;1571;1646;43;
808169358;Existing Customer;57;M;2;Uneducated;Single;$40K - $60K;Blue;52;5;3;12291;2289;10002;1683;50;
714013083;Existing Customer;63;F;2;Graduate;Married;$40K - $60K;Blue;53;4;2;3067;1874;1193;1420;32;
715381533;Existing Customer;42;F;4;Post-Graduate;Single;Less than $40K;Blue;36;6;2;1438.3;674;764.3;2451;55;
717678408;Existing Customer;61;F;1;Doctorate;Married;$40K - $60K;Blue;47;4;2;8633;2517;6116;2066;51;
719143308;Existing Customer;37;M;2;Unknown;Single;$40K - $60K;Blue;28;4;4;2394;0;2394;2805;85;
711509658;Attrited Customer;61;M;2;Graduate;Married;$120K +;Blue;49;3;0;11374;2517;8857;1088;26;
757481283;Existing Customer;35;M;3;College;Married;$60K - $80K;Blue;28;4;3;6921;2159;4762;1931;35;
808681158;Existing Customer;57;M;0;Graduate;Married;$80K - $120K;Blue;52;4;6;2564;2379;185;1343;35;
718867683;Existing Customer;64;M;1;Unknown;Married;Less than $40K;Blue;55;4;3;2720;1904;816;1613;43;
714618333;Existing Customer;39;F;2;Doctorate;Married;Unknown;Blue;36;3;2;9843;2154;7689;1402;35;
794562783;Existing Customer;28;F;0;Unknown;Single;Unknown;Blue;13;5;3;21691;661;21030;2534;51;
708208758;Existing Customer;53;M;1;Graduate;Single;$80K - $120K;Blue;45;6;3;1826;883;943;2199;48;
794504658;Existing Customer;39;M;1;Unknown;Married;$60K - $80K;Blue;24;6;3;5746;1829;3917;1562;44;
714772758;Existing Customer;35;F;3;Graduate;Married;Less than $40K;Blue;27;6;2;2926;1346;1580;1851;48;
713830233;Existing Customer;47;F;5;High School;Married;$40K - $60K;Blue;36;5;3;7061;1813;5248;1831;60;
713577483;Existing Customer;47;M;4;Unknown;Married;$80K - $120K;Blue;35;3;3;5589;1430;4159;1570;31;
814513008;Existing Customer;38;M;2;Graduate;Married;$80K - $120K;Blue;33;5;3;9620;2033;7587;1735;43;
712765158;Existing Customer;26;F;1;High School;Single;Less than $40K;Blue;15;5;3;2539;2162;377;2386;47;
714411108;Existing Customer;37;F;3;Graduate;Single;Unknown;Blue;28;4;2;3642;610;3032;2790;68;
720231108;Existing Customer;57;M;2;Graduate;Single;Less than $40K;Blue;39;3;4;3451;0;3451;3031;57;
709035708;Existing Customer;38;F;0;Unknown;Married;Less than $40K;Blue;36;4;2;1841;1246;595;1819;35;
720662508;Existing Customer;39;M;1;Graduate;Married;$120K +;Blue;25;6;3;5764;1529;4235;1972;38;
708623283;Existing Customer;35;M;2;Uneducated;Single;$60K - $80K;Blue;16;6;3;18278;0;18278;2084;61;
813247083;Existing Customer;38;M;2;Graduate;Married;$80K - $120K;Blue;33;4;3;16059;618;15441;1357;26;
780078333;Existing Customer;56;M;2;Unknown;Married;$60K - $80K;Blue;41;3;2;5887;659;5228;1193;26;
811915383;Existing Customer;36;M;3;Uneducated;Married;$40K - $60K;Blue;31;6;2;3152;1986;1166;2530;50;
719818983;Attrited Customer;39;M;1;College;Divorced;$80K - $120K;Blue;28;1;3;12464;0;12464;1195;35;
716349183;Existing Customer;58;F;1;Uneducated;Married;Unknown;Blue;36;5;2;4784;0;4784;2160;54;
710067183;Existing Customer;28;M;1;High School;Single;Less than $40K;Blue;36;5;2;1950;0;1950;2074;81;
771234558;Existing Customer;65;F;0;Graduate;Single;Less than $40K;Blue;56;6;3;7478;0;7478;2213;62;
820288233;Existing Customer;26;F;0;Uneducated;Single;Less than $40K;Blue;20;4;3;1438.3;0;1438.3;2731;39;
717511533;Existing Customer;28;M;0;Graduate;Single;Less than $40K;Blue;36;4;2;1707;1191;516;2950;87;
711642108;Existing Customer;30;F;1;Uneducated;Married;Unknown;Blue;13;5;2;4016;917;3099;2572;35;
712495233;Existing Customer;31;F;0;Uneducated;Married;Less than $40K;Blue;19;5;3;2370;1699;671;2411;53;
718484283;Existing Customer;57;M;3;Post-Graduate;Married;$60K - $80K;Blue;36;6;1;3478;2517;961;1409;49;
717413658;Existing Customer;43;M;4;High School;Married;$40K - $60K;Blue;32;6;2;1539;989;550;1987;47;
804668658;Attrited Customer;26;F;0;Uneducated;Single;Less than $40K;Blue;20;3;2;1438.3;0;1438.3;947;20;
715934283;Existing Customer;39;F;2;High School;Single;$40K - $60K;Blue;26;6;3;3142;1639;1503;3046;56;
717499083;Existing Customer;35;M;0;Unknown;Single;$60K - $80K;Blue;36;3;1;17236;0;17236;3013;78;
715279683;Existing Customer;52;F;2;Uneducated;Married;$40K - $60K;Blue;36;5;1;1438.3;0;1438.3;1679;39;
718971333;Existing Customer;33;M;1;Graduate;Single;$80K - $120K;Blue;20;5;3;13206;925;12281;2342;51;
709219533;Existing Customer;53;M;3;High School;Married;$60K - $80K;Blue;41;3;1;2480;1351;1129;1359;36;
709150608;Existing Customer;30;F;0;Unknown;Married;Less than $40K;Blue;19;5;1;2898;0;2898;2632;64;
788259558;Existing Customer;59;M;0;Unknown;Married;Less than $40K;Blue;51;5;3;1570;1028;542;1430;28;
802464033;Existing Customer;65;F;0;Graduate;Married;Less than $40K;Blue;56;6;3;4460;1262;3198;1877;41;
712757808;Existing Customer;33;F;2;Uneducated;Married;Less than $40K;Blue;22;4;2;1544;0;1544;1731;40;
714457083;Existing Customer;52;F;2;High School;Married;Unknown;Blue;44;6;3;3456;2219;1237;1332;24;
713413758;Existing Customer;26;F;1;College;Single;Unknown;Blue;16;4;3;2751;1599;1152;2270;44;
708741633;Existing Customer;52;M;4;High School;Married;$60K - $80K;Blue;44;6;3;4153;0;4153;1771;41;
714043833;Existing Customer;37;F;3;Graduate;Single;Less than $40K;Blue;36;5;2;3685;1396;2289;3016;85;
789577833;Existing Customer;56;M;2;Graduate;Married;$120K +;Blue;49;4;1;8902;1932;6970;969;29;
787570758;Existing Customer;35;M;2;Uneducated;Married;$120K +;Blue;26;3;3;2944;1596;1348;2070;44;
720371733;Existing Customer;58;F;0;Graduate;Married;Less than $40K;Blue;47;5;3;2232;786;1446;1395;39;
819117183;Existing Customer;34;F;3;Unknown;Married;$40K - $60K;Blue;29;3;2;1569;909;660;2169;48;
711776433;Existing Customer;37;M;3;Uneducated;Single;$80K - $120K;Blue;26;4;2;23622;1153;22469;2574;65;
709583133;Existing Customer;53;M;3;Uneducated;Married;$40K - $60K;Blue;40;6;3;3326;1442;1884;1627;54;
719521983;Existing Customer;38;M;2;Uneducated;Married;$40K - $60K;Blue;31;4;3;6116;1698;4418;1592;32;
718415133;Existing Customer;38;M;1;Uneducated;Married;$80K - $120K;Blue;25;6;1;11352;0;11352;1601;34;
710594358;Existing Customer;28;F;0;Unknown;Single;Less than $40K;Silver;36;4;3;14910;873;14037;2560;72;
709730508;Existing Customer;39;F;0;High School;Single;Unknown;Blue;27;6;3;17531;0;17531;4563;61;
720462633;Existing Customer;43;F;3;Uneducated;Single;Less than $40K;Blue;29;3;2;4138;643;3495;1827;49;
715005558;Existing Customer;36;M;2;College;Single;$80K - $120K;Blue;36;6;2;8374;2147;6227;2472;65;
779993208;Existing Customer;38;F;2;Uneducated;Married;Less than $40K;Blue;28;3;3;7049;0;7049;1475;27;
787543008;Existing Customer;37;M;1;Graduate;Single;$40K - $60K;Blue;27;5;3;3851;1695;2156;2349;61;
